[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:44:09.787+0800] GC(456) Adaptive IHOP information (value update), threshold: 113285605B (99.30), internal target occupancy: 114085068B, occupancy: 113302112B, additional buffer size: 0B, predicted old gen allocation rate: 2665776.03B/s, predicted marking phase length: 299.90ms, prediction active: true
[2024-10-12T10:44:10.379+0800] GC(463) Basic information (value update), threshold: 107018787B (79.74), target occupancy: 134217728B, current occupancy: 118524304B, recent allocation size: 6192B, recent allocation duration: 102.60ms, recent old gen allocation rate: 60352.84B/s, recent marking phase length: 213.43ms
[2024-10-12T10:44:10.379+0800] GC(463) Adaptive IHOP information (value update), threshold: 107018787B (93.81), internal target occupancy: 114085068B, occupancy: 118524304B, additional buffer size: 6291456B, predicted old gen allocation rate: 2583622.44B/s, predicted marking phase length: 299.90ms, prediction active: true
[2024-10-12T10:44:10.533+0800] GC(465) Basic information (value update), threshold: 113334292B (84.44), target occupancy: 134217728B, current occupancy: 122252688B, recent allocation size: 6192B, recent allocation duration: 151.50ms, recent old gen allocation rate: 40871.99B/s, recent marking phase length: 213.43ms
[2024-10-12T10:44:10.533+0800] GC(465) Adaptive IHOP information (value update), threshold: 113334292B (99.34), internal target occupancy: 114085068B, occupancy: 122252688B, additional buffer size: 0B, predicted old gen allocation rate: 2503432.04B/s, predicted marking phase length: 299.90ms, prediction active: true
[2024-10-12T10:44:10.555+0800] GC(466) Basic information (value update), threshold: 113345199B (84.45), target occupancy: 134217728B, current occupancy: 110607736B, recent allocation size: 20640B, recent allocation duration: 151.50ms, recent old gen allocation rate: 136239.95B/s, recent marking phase length: 172.48ms
[2024-10-12T10:44:10.555+0800] GC(466) Adaptive IHOP information (value update), threshold: 113345199B (99.35), internal target occupancy: 114085068B, occupancy: 110607736B, additional buffer size: 0B, predicted old gen allocation rate: 2503432.04B/s, predicted marking phase length: 295.54ms, prediction active: true
[2024-10-12T10:44:11.205+0800] GC(472) Basic information (value update), threshold: 107076359B (79.78), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.57ms, recent old gen allocation rate: 60371.42B/s, recent marking phase length: 172.48ms
[2024-10-12T10:44:11.205+0800] GC(472) Adaptive IHOP information (value update), threshold: 107076359B (93.86), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 2426908.14B/s, predicted marking phase length: 295.54ms, prediction active: true
[2024-10-12T10:44:11.308+0800] GC(473) Basic information (value update), threshold: 107098465B (79.79), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 4128B, recent allocation duration: 102.14ms, recent old gen allocation rate: 40415.17B/s, recent marking phase length: 172.48ms
[2024-10-12T10:44:11.308+0800] GC(473) Adaptive IHOP information (value update), threshold: 107098465B (93.88), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 2352108.98B/s, predicted marking phase length: 295.54ms, prediction active: true
[2024-10-12T10:44:11.412+0800] GC(474) Basic information (value update), threshold: 107119539B (79.81), target occupancy: 134217728B, current occupancy: 115028992B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60411.03B/s, recent marking phase length: 172.48ms
[2024-10-12T10:44:11.412+0800] GC(474) Adaptive IHOP information (value update), threshold: 107119539B (93.89), internal target occupancy: 114085068B, occupancy: 115028992B, additional buffer size: 6291456B, predicted old gen allocation rate: 2280801.20B/s, predicted marking phase length: 295.54ms, prediction active: true
[2024-10-12T10:44:11.567+0800] GC(476) Basic information (value update), threshold: 113431798B (84.51), target occupancy: 134217728B, current occupancy: 116659712B, recent allocation size: 4128B, recent allocation duration: 151.56ms, recent old gen allocation rate: 27236.60B/s, recent marking phase length: 172.48ms
[2024-10-12T10:44:11.567+0800] GC(476) Adaptive IHOP information (value update), threshold: 113431798B (99.43), internal target occupancy: 114085068B, occupancy: 116659712B, additional buffer size: 0B, predicted old gen allocation rate: 2210413.57B/s, predicted marking phase length: 295.54ms, prediction active: true
[2024-10-12T10:44:11.671+0800] GC(477) Basic information (value update), threshold: 113433889B (84.51), target occupancy: 134217728B, current occupancy: 109902336B, recent allocation size: 20640B, recent allocation duration: 151.56ms, recent old gen allocation rate: 136183.01B/s, recent marking phase length: 254.30ms
[2024-10-12T10:44:11.671+0800] GC(477) Adaptive IHOP information (value update), threshold: 113433889B (99.43), internal target occupancy: 114085068B, occupancy: 109902336B, additional buffer size: 0B, predicted old gen allocation rate: 2210413.57B/s, predicted marking phase length: 294.60ms, prediction active: true
[2024-10-12T10:44:12.300+0800] GC(483) Basic information (value update), threshold: 107162281B (79.84), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 4128B, recent allocation duration: 102.52ms, recent old gen allocation rate: 40264.87B/s, recent marking phase length: 254.30ms
[2024-10-12T10:44:12.300+0800] GC(483) Adaptive IHOP information (value update), threshold: 107162281B (93.93), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 2143039.70B/s, predicted marking phase length: 294.60ms, prediction active: true
[2024-10-12T10:44:12.403+0800] GC(484) Basic information (value update), threshold: 107181450B (79.86), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 4128B, recent allocation duration: 102.23ms, recent old gen allocation rate: 40377.56B/s, recent marking phase length: 254.30ms
[2024-10-12T10:44:12.403+0800] GC(484) Adaptive IHOP information (value update), threshold: 107181450B (93.95), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 2077970.17B/s, predicted marking phase length: 294.60ms, prediction active: true
[2024-10-12T10:44:12.507+0800] GC(485) Basic information (value update), threshold: 107199696B (79.87), target occupancy: 134217728B, current occupancy: 117827072B, recent allocation size: 6192B, recent allocation duration: 102.61ms, recent old gen allocation rate: 60343.18B/s, recent marking phase length: 254.30ms
[2024-10-12T10:44:12.507+0800] GC(485) Adaptive IHOP information (value update), threshold: 107199696B (93.96), internal target occupancy: 114085068B, occupancy: 117827072B, additional buffer size: 6291456B, predicted old gen allocation rate: 2016035.50B/s, predicted marking phase length: 294.60ms, prediction active: true
[2024-10-12T10:44:12.662+0800] GC(487) Basic information (value update), threshold: 113509048B (84.57), target occupancy: 134217728B, current occupancy: 120854016B, recent allocation size: 6192B, recent allocation duration: 151.62ms, recent old gen allocation rate: 40839.47B/s, recent marking phase length: 254.30ms
[2024-10-12T10:44:12.662+0800] GC(487) Adaptive IHOP information (value update), threshold: 113509048B (99.50), internal target occupancy: 114085068B, occupancy: 120854016B, additional buffer size: 0B, predicted old gen allocation rate: 1955287.17B/s, predicted marking phase length: 294.60ms, prediction active: true
[2024-10-12T10:44:12.725+0800] GC(488) Basic information (value update), threshold: 113514509B (84.57), target occupancy: 134217728B, current occupancy: 112471616B, recent allocation size: 39216B, recent allocation duration: 151.62ms, recent old gen allocation rate: 258649.96B/s, recent marking phase length: 213.16ms
[2024-10-12T10:44:12.725+0800] GC(488) Adaptive IHOP information (value update), threshold: 113514509B (99.50), internal target occupancy: 114085068B, occupancy: 112471616B, additional buffer size: 0B, predicted old gen allocation rate: 1955287.17B/s, predicted marking phase length: 291.80ms, prediction active: true
[2024-10-12T10:44:13.354+0800] GC(494) Basic information (value update), threshold: 107239912B (79.90), target occupancy: 134217728B, current occupancy: 110368256B, recent allocation size: 6192B, recent allocation duration: 102.06ms, recent old gen allocation rate: 60667.74B/s, recent marking phase length: 213.16ms
[2024-10-12T10:44:13.354+0800] GC(494) Adaptive IHOP information (value update), threshold: 107239912B (94.00), internal target occupancy: 114085068B, occupancy: 110368256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1897510.93B/s, predicted marking phase length: 291.80ms, prediction active: true
[2024-10-12T10:44:13.457+0800] GC(495) Basic information (value update), threshold: 107256484B (79.91), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 4128B, recent allocation duration: 102.70ms, recent old gen allocation rate: 40194.48B/s, recent marking phase length: 213.16ms
[2024-10-12T10:44:13.457+0800] GC(495) Adaptive IHOP information (value update), threshold: 107256484B (94.01), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 1840718.13B/s, predicted marking phase length: 291.80ms, prediction active: true
[2024-10-12T10:44:13.561+0800] GC(496) Basic information (value update), threshold: 107272224B (79.92), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60550.44B/s, recent marking phase length: 213.16ms
[2024-10-12T10:44:13.561+0800] GC(496) Adaptive IHOP information (value update), threshold: 107272224B (94.03), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 1786780.00B/s, predicted marking phase length: 291.80ms, prediction active: true
[2024-10-12T10:44:13.716+0800] GC(498) Basic information (value update), threshold: 113579165B (84.62), target occupancy: 134217728B, current occupancy: 117128192B, recent allocation size: 6192B, recent allocation duration: 151.96ms, recent old gen allocation rate: 40748.18B/s, recent marking phase length: 213.16ms
[2024-10-12T10:44:13.716+0800] GC(498) Adaptive IHOP information (value update), threshold: 113579165B (99.56), internal target occupancy: 114085068B, occupancy: 117128192B, additional buffer size: 0B, predicted old gen allocation rate: 1733711.45B/s, predicted marking phase length: 291.80ms, prediction active: true
[2024-10-12T10:44:13.820+0800] GC(499) Basic information (value update), threshold: 113580567B (84.62), target occupancy: 134217728B, current occupancy: 112698328B, recent allocation size: 2119856B, recent allocation duration: 151.96ms, recent old gen allocation rate: 13950302.54B/s, recent marking phase length: 254.28ms
[2024-10-12T10:44:13.820+0800] GC(499) Adaptive IHOP information (value update), threshold: 113580567B (99.56), internal target occupancy: 114085068B, occupancy: 112698328B, additional buffer size: 0B, predicted old gen allocation rate: 1733711.45B/s, predicted marking phase length: 290.99ms, prediction active: true
